Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
2000-02-02,,88.86105346679688,,89.60910841401403,,88.42796902367114,,88.99885306233688,,6205900
2000-02-03,,90.19963073730469,,90.23900202963873,,88.19169482826823,,88.7428929209449,,7997500
2000-02-04,,89.82566833496094,,90.71152305226823,,89.53038342919183,,90.19969588226846,,4925400
2000-02-07,,89.68783569335938,,89.94374918414375,,89.09726609924155,,89.80594961218293,,5845800
2000-02-08,,90.90836334228516,,91.06584859710071,,90.47527889154235,,90.69182111691374,,4936400
2000-02-09,,88.99884796142578,,91.00678480992511,,88.98900513373705,,91.00678480992511,,8511500
2000-02-10,,89.17607879638672,,89.80602019185788,,88.7429940870003,,89.21545013360367,,6690600
2000-02-11,,87.36497497558594,,89.41228398808278,,86.95157604037023,,89.35322699733767,,9849800
2000-02-14,,87.87679290771484,,88.05396386115783,,87.12873777095562,,88.05396386115783,,8528800
2000-02-15,,88.87086486816406,,88.95945029111382,,86.80387166600275,,87.71925436981704,,11078300
2000-02-16,,87.56182861328125,,88.7823397135563,,87.43387180438144,,88.42799778121838,,8845400
2000-02-17,,87.10905456542969,,88.46736524678893,,87.06968324133231,,88.46736524678893,,7584200
2000-02-18,,85.2389144897461,,87.48307990587335,,84.80582993575662,,87.48307990587335,,9409200
2000-02-22,,85.0223617553711,,85.88853075681502,,84.11682143567971,,85.16016136923717,,16415400
2000-02-23,,86.02632904052734,,86.59721314628828,,84.72707555845072,,85.43575927594706,,12119000
2000-02-24,,84.29399871826172,,86.32162176076078,,83.84122852430562,,86.10507949408613,,17375000
2000-02-25,,83.98883819580078,,86.12473153794173,,83.86088145180155,,85.16013454471678,,10559900
2000-02-28,,85.75072479248047,,86.10506663046593,,83.60498810690187,,84.0183869178849,,13397800
2000-02-29,,86.57752227783203,,86.57752227783203,,85.51449676555305,,85.71135334190102,,8242500
2000-03-01,,87.20748901367188,,87.56183095548815,,86.43974813973662,,86.6956617643817,,6868000
2000-03-02,,87.26651763916016,,87.64054512283805,,86.5184626718044,,87.36494592433856,,7600200
2000-03-03,,88.90042114257812,,89.27444860088391,,88.01456663606439,,88.4673367171714,,12770300
2000-03-06,,88.03424835205078,,89.0382167478367,,87.40430739783218,,88.70356061590806,,11967100
2000-03-07,,86.33145904541016,,88.29018214996341,,85.1798479738889,,88.1917538532522,,20062000
2000-03-08,,86.22318267822266,,86.83343808073977,,85.0617288476256,,85.96726912232839,,11808500
2000-03-09,,88.7429428100586,,88.7429428100586,,85.75072291051802,,86.45940657093553,,5500900
2000-03-10,,88.27049255371094,,89.45163206156613,,87.89646504289014,,88.30986387063945,,7924600
2000-03-13,,87.3059310913086,,88.48707108352471,,85.4751641033736,,86.10510543255553,,10540500
2000-03-14,,86.06571960449219,,88.25082822208108,,85.77043465616936,,87.73900097832151,,8263900
2000-03-15,,88.07361602783203,,88.46732910797432,,85.71133754697824,,86.22316455116322,,10300800
2000-03-16,,92.18795776367188,,92.50292836461544,,88.74296681585155,,89.2154227172669,,25601400
2000-03-17,,92.79724884033203,,93.4682625495135,,91.84993536854641,,92.08676373649283,,10272900
2000-03-20,,92.32359313964844,,93.05381394900435,,91.43548674989124,,92.75777848575196,,12502300
2000-03-21,,94.2181625366211,,94.57340487546885,,91.25780971288981,,91.9090873341107,,13612600
2000-03-22,,94.79048919677734,,95.26414560750453,,93.90238342666387,,94.45498257251225,,8260000
2000-03-23,,96.40887451171875,,96.9220026053328,,94.19847656999664,,94.19847656999664,,11654500
2000-03-24,,96.98114013671875,,98.36263785946403,,95.81673491326201,,96.54695513814166,,11462900
2000-03-27,,95.95491027832031,,97.11931581234354,,95.87596753025095,,96.86275188111809,,8798600
2000-03-28,,95.40229034423828,,96.6160348324821,,95.1062551032032,,95.52070444065231,,6334400
2000-03-29,,95.50104522705078,,96.30034101785375,,94.51426030013354,,95.71813791097257,,6747500
2000-03-30,,93.90241241455078,,95.94505631638054,,92.91562792091321,,94.82998983857009,,9491900
2000-03-31,,94.96814727783203,,96.19176014799528,,93.74453440766877,,94.49449068293012,,9249100
2000-04-03,,95.52073669433594,,95.52073669433592,,93.90241016356413,,94.81025187594831,,8508200
2000-04-04,,94.81026458740234,,96.62594825560404,,89.29413866063736,,95.83652057377722,,19585500
2000-04-05,,94.2181625366211,,95.24441818218128,,93.231378262044,,93.38926374597634,,8387200
2000-04-06,,95.03721618652344,,95.79704025945068,,94.09977090174307,,94.88919850997917,,6378500
2000-04-07,,95.63912200927734,,96.07330704522536,,95.04705150571186,,95.71806474308607,,6023600
2000-04-10,,95.26416778564453,,96.69500519282482,,94.92866108327122,,95.83650274851665,,9624200
2000-04-11,,94.98785400390625,,95.7575457359138,,93.70503445056033,,94.73129009323706,,9006400
2000-04-12,,92.38277435302734,,95.4615423083942,,92.30383158494101,,94.96815000785463,,10779200
2000-04-13,,91.0999755859375,,93.56693766311302,,90.80394013667645,,93.13275233753014,,12225800
2000-04-14,,85.88971710205078,,90.19209723262226,,84.31086200826309,,90.07368310058818,,29604000
2000-04-17,,88.88956451416016,,88.88956451416016,,85.06083993251116,,85.3766110320286,,23918200
2000-04-18,,91.23807525634766,,91.23807525634766,,88.2777223927413,,88.7711145366757,,11069200
2000-04-19,,90.38948059082031,,91.65256503575755,,90.01450239622957,,91.25785114671466,,6553700
2000-04-20,,90.82365417480469,,90.90259694244902,,89.91581234689487,,90.66576863951602,,8537600
2000-04-24,,89.83686828613281,,90.50788180145102,,88.73166955502045,,89.36321168708466,,12893100
2000-04-25,,93.56687927246094,,93.56687927246094,,91.2183328406063,,91.3367469464141,,14102000
2000-04-26,,92.51103210449219,,93.94186940104167,,92.20512895833333,,93.44847722981771,,7711100
2000-04-27,,92.20516204833984,,93.05379688739777,,90.3105354309082,,90.3105354309082,,15595300
2000-04-28,,91.6327896118164,,93.37939781354929,,91.61305392592112,,92.83666645142891,,8743400
2000-05-01,,92.8761978149414,,93.7741721032074,,92.10650556785626,,92.56042663665006,,7328300
2000-05-02,,91.02096557617188,,92.91559105217198,,91.02096557617188,,91.88933558600526,,9411900
2000-05-03,,88.88956451416016,,90.94207666102353,,88.27775800884511,,90.94207666102353,,12630700
2000-05-04,,89.56058502197266,,89.90595968876079,,88.88957138364144,,89.67899919344288,,5963600
2000-05-05,,90.6460189819336,,90.9420543149902,,89.00795680568703,,89.08689956116879,,7862400
2000-05-08,,89.96517181396484,,90.54737485630595,,89.5803257351292,,90.15266092929502,,5064100
2000-05-09,,89.24481964111328,,90.56711130762248,,88.58367380785869,,90.3500186459568,,5620300
2000-05-10,,87.2317886352539,,89.02773722480325,,86.99496024981882,,88.7317017430094,,10293900
2000-05-11,,89.22503662109375,,89.36318642342678,,87.86327428381097,,88.49481623733342,,7091100
2000-05-12,,90.19214630126953,,90.60659598886836,,89.44218972370975,,89.56060392016656,,5960800
2000-05-15,,91.7512435913086,,91.95846838324422,,89.67899567195231,,90.15265233923374,,4441300
2000-05-16,,92.63936614990234,,93.29064418205974,,91.77099544035917,,92.56042335812569,,8192200
2000-05-17,,91.67227935791016,,92.32355712299326,,91.23809418118807,,92.0077860853772,,5907200
2000-05-18,,90.54734802246094,,92.4025029296343,,90.54734802246094,,91.96831773859373,,4325600
2000-05-19,,89.1263656616211,,90.45852458149696,,88.6724448444782,,90.03420729590687,,6518400
2000-05-22,,88.45536041259766,,89.34346644083658,,86.52126283998842,,89.20531661422163,,10839400
2000-05-23,,87.1528091430664,,88.92902128592782,,86.87650947639908,,88.69219300021297,,7979200
2000-05-24,,88.57379913330078,,88.8500988632175,,86.20551573401465,,87.15282909372911,,11081500
2000-05-25,,87.05412292480469,,89.56055539169432,,86.97518016994202,,88.85007059793033,,8278900
2000-05-26,,87.1528091430664,,88.21853642878325,,86.7284917978273,,87.6659370954486,,4814000
2000-05-30,,89.9947509765625,,90.27105065061335,,88.08038894921017,,88.41589569627192,,5362700
2000-05-31,,90.19214630126953,,90.94210287882933,,89.73822521485177,,90.03426070599379,,6056500
2000-06-01,,91.77095031738281,,91.84989307034401,,90.31050938760082,,90.74469452888735,,8961600
2000-06-02,,93.36956787109375,,94.15899562734903,,93.14260739117036,,94.06031715781712,,8962200
2000-06-05,,92.91564178466797,,93.60639103327956,,92.75775624212818,,93.13273440566019,,6998100
2000-06-06,,92.5011978149414,,93.33009696327242,,92.14595532279952,,92.59987628498081,,4858900
2000-06-07,,93.1425552368164,,93.46819400393315,,92.2051103011773,,92.59982395828851,,4919500
2000-06-08,,92.7774658203125,,93.31032937639597,,92.24460226422902,,93.15244387829716,,5723100
2000-06-09,,92.58011627197266,,93.44848658021542,,91.96830991843798,,93.15245124785993,,3085300
2000-06-12,,91.49468231201172,,92.8169738812319,,91.49468231201172,,92.8169738812319,,3678900
2000-06-13,,93.21173095703125,,93.31040947805289,,91.3368390576203,,91.45525328284626,,6558700
2000-06-14,,93.36956787109375,,94.02084577000436,,92.95511829905972,,93.62613189187671,,6420500
2000-06-15,,93.56687927246094,,93.94185727418564,,92.73798053180636,,93.54714358815964,,5881200
2000-06-16,,92.79810333251953,,93.88612202433121,,92.34311369776192,,93.88612202433121,,5567900
2000-06-19,,93.98500061035156,,94.42020793795159,,92.58046787127874,,92.71894293006056,,5106900
2000-06-20,,93.64877319335938,,94.24223816923617,,93.05530821748256,,93.80703052025984,,6480000
2000-06-21,,93.60914611816406,,93.96522486502099,,92.98600831116445,,93.0156815400692,,3115000
2000-06-22,,92.18484497070312,,93.49046723852854,,91.78920185924088,,93.41133861623608,,7490500
2000-06-23,,91.39354705810547,,92.50134762850675,,91.07703260941939,,92.30352609807794,,4863300
2000-06-26,,92.57061004638672,,92.58050112556681,,91.7100861577196,,92.02660069148222,,5201300
2000-06-27,,91.88813018798828,,92.8772381555662,,91.79911047090627,,92.41235741080459,,4159500
2000-06-28,,92.14525604248047,,93.045343880594,,91.98699884017479,,92.18482034305688,,5347700
2000-06-29,,91.27488708496094,,92.26399509411743,,90.84957064102365,,91.63096596825729,,6345700
2000-06-30,,91.9672622680664,,92.16508386898717,,91.08695614396898,,91.11662938410709,,7420200
2000-07-03,,93.23331451416016,,93.33222530825539,,91.90790987328413,,92.0661671438365,,1436600
2000-07-05,,91.5518569946289,,92.8376976827557,,91.39359967916714,,92.65965820286122,,2748200
2000-07-06,,92.26399230957031,,92.71898198005061,,91.29466648985141,,91.74965616033171,,5963200
2000-07-07,,93.74767303466797,,94.18288063263435,,92.5805253855763,,92.85747567519127,,3034800
2000-07-10,,93.58941650390625,,94.26201006998801,,93.39159486682337,,93.60919866761454,,2816100
2000-07-11,,93.78722381591797,,94.40047079720746,,93.15419467394173,,93.35201628080931,,5431600
2000-07-12,,94.40045928955078,,95.03348835435918,,94.12350907369712,,94.4993700809271,,5883000
2000-07-13,,94.81585693359375,,95.19171783109807,,94.43999603608941,,94.94444092484522,,5356000
2000-07-14,,95.74563598632812,,95.74563598632812,,94.74663709845424,,95.23129992524454,,5341900
2000-07-17,,95.5873794555664,,96.21051738041126,,95.38955789212359,,95.57748837739426,,4208300
2000-07-18,,94.80601501464844,,95.35002449047583,,94.53895581742407,,95.35002449047583,,4262100
2000-07-19,,94.04437255859375,,94.8950052931372,,93.84655099242086,,94.61805510049514,,8506800
2000-07-20,,95.34999084472656,,95.34999084472656,,94.20262580966553,,94.32131874432702,,4538900
2000-07-21,,93.49044799804688,,94.79606999717322,,93.49044799804688,,94.79606999717322,,5656900
2000-07-24,,92.95632934570312,,94.23227810986526,,92.7782899832619,,93.76739755237983,,5628500
2000-07-25,,93.25310516357422,,93.58940189411744,,92.916808433031,,93.53005541225687,,4757100
2000-07-26,,92.34314727783203,,93.15421605212319,,92.19478103863243,,93.0355230607635,,12062500
2000-07-27,,92.026611328125,,92.81789775399022,,91.59140379389913,,92.38269021976436,,7652600
2000-07-28,,89.94944763183594,,92.36287024258677,,89.5834778097139,,92.24417732730394,,6229500
2000-07-31,,90.52312469482422,,91.23528214434644,,89.9296601535557,,90.48356039207299,,5265500
2000-08-01,,91.07707214355469,,91.61119050755902,,90.60230026443972,,90.91881485051636,,3946600
2000-08-02,,91.53207397460938,,92.04641024505239,,90.9188268829273,,91.07708419690978,,7439800
2000-08-03,,92.16507720947266,,92.30355232011148,,90.2857721365171,,90.44402940581863,,4607100
2000-08-04,,92.65965270996094,,92.87725650582122,,92.04640564890013,,92.62008838344089,,3686600
2000-08-07,,93.76744079589844,,93.96526240095308,,92.65963980759247,,92.87724357315257,,4159800
2000-08-08,,94.12348175048828,,94.20261036061899,,93.37175995424646,,93.37175995424646,,3658700
2000-08-09,,93.33221435546875,,94.45979727582943,,93.29265004247362,,94.41034188458553,,5383800
2000-08-10,,92.87725067138672,,93.59929958501944,,92.60030040314403,,93.39158688383742,,4193400
2000-08-11,,93.31242370605469,,93.68828464529892,,92.14527657892786,,92.81786983862807,,5089400
2000-08-14,,94.49932861328125,,94.67736795963242,,93.09479599206648,,93.54978543274169,,2966700
2000-08-15,,94.42024993896484,,94.83567530010423,,94.04438889793397,,94.53894289929038,,5564600
2000-08-16,,94.0839614868164,,94.91481228211629,,93.58940744199504,,94.5191690462592,,5191600
2000-08-17,,95.07310485839844,,95.2313622114711,,93.90595687948759,,94.12356073996249,,5652200
2000-08-18,,94.75656127929688,,95.19176886763603,,94.459828832702,,95.19176886763603,,4626400
2000-08-21,,95.27086639404297,,95.40934149054594,,94.57849091152812,,94.97413404439375,,2380600
2000-08-22,,95.11264038085938,,95.7852339276458,,95.01372956515547,,95.31046201226714,,3075300
2000-08-23,,95.48844909667969,,95.76539922871896,,94.49934148225375,,94.83563807115858,,5483200
2000-08-24,,95.78520202636719,,95.90389496568116,,95.27086595600669,,95.68629124360555,,4529000
2000-08-25,,95.74563598632812,,95.9830218606744,,95.5478144243729,,95.68628951774156,,2822200
2000-08-28,,96.07203674316406,,96.79408540807202,,95.74563118231526,,95.74563118231526,,5518700
2000-08-29,,96.09185028076172,,96.14130568492062,,95.52805867335015,,95.86435542163073,,3561900
2000-08-30,,95.17195129394531,,95.90389105654684,,95.17195129394531,,95.78519812207092,,3964800
2000-08-31,,96.43800354003906,,96.91277524977464,,95.52802442971254,,95.62693520257412,,4863100
2000-09-01,,96.53694152832031,,97.22931713354393,,96.22042696593238,,97.01171337190222,,3191200
2000-09-05,,95.76547241210938,,96.34904635058432,,95.46873990102041,,96.14133359282205,,3470800
2000-09-06,,94.6773910522461,,96.19072586534615,,94.65760889782649,,95.70606308206574,,4322200
2000-09-07,,95.48844909667969,,95.63681523884358,,94.84552914730284,,95.11258820319784,,4265500
2000-09-08,,94.8356704711914,,95.27087797022482,,94.5290470059633,,95.13240285689601,,3518200
2000-09-11,,94.69717407226562,,95.70606395688763,,94.12349158885311,,94.79608484526779,,3937500
2000-09-12,,94.00480651855469,,95.11260726877333,,93.96524220604687,,94.79609276871086,,4769100
2000-09-13,,94.25208282470703,,94.53892408841953,,93.47068765804191,,93.68829137534105,,7691600
2000-09-14,,94.72683715820312,,94.91476760677844,,93.7871849153265,,94.87520330181522,,3397100
2000-09-15,,92.65445709228516,,94.08235112281695,,92.65445709228516,,94.04268739974661,,4085700
2000-09-18,,91.80165100097656,,93.26920817835229,,91.5140891216259,,92.8924029571342,,5109300
2000-09-19,,92.6346206665039,,92.8527711326421,,91.83143031390416,,92.09916043143741,,6588200
2000-09-20,,91.9504165649414,,92.6742794366378,,90.8497483627729,,92.45612898215396,,6508100
2000-09-21,,90.55226135253906,,92.37679224269097,,90.51259763753576,,91.68267723013318,,5972300
2000-09-22,,92.19827270507812,,92.21810455552017,,90.3836583896308,,90.51256541750409,,7791300
2000-09-25,,91.54387664794922,,92.6941246647562,,91.20673498785061,,92.61479721532123,,9726300
2000-09-26,,90.37374877929688,,92.01979248100449,,90.37374877929686,,91.62315544444844,,5302400
2000-09-27,,90.84972381591797,,91.36535202356126,,90.19527262929381,,91.10753791973961,,7186200
2000-09-28,,92.01982116699219,,92.86267513242261,,90.68117075130857,,90.86957340240478,,7036400
2000-09-29,,91.14720153808594,,92.63459059712781,,91.14720153808594,,92.31728093119888,,9333600
2000-10-02,,91.28607177734375,,91.96035516653117,,90.83985482861678,,91.56371787877387,,5517800
2000-10-03,,90.43326568603516,,92.49577876308508,,90.29444269046449,,91.72233635919136,,9347200
2000-10-04,,91.1868667602539,,91.5438401403506,,89.95729178436531,,90.67123854455869,,6148900
2000-10-05,,91.50418090820312,,91.92064987202458,,90.94888895644115,,91.00838452270136,,4566900
2000-10-06,,89.52101135253906,,91.79175920363913,,88.688073276153,,91.3058786590806,,10014900
2000-10-09,,88.8467025756836,,89.67964041233063,,88.45006551061358,,89.67964041233063,,4508000
2000-10-10,,87.37914276123047,,89.6399739629509,,87.37914276123047,,88.9061954150241,,6104700
2000-10-11,,86.64540100097656,,87.97413569245413,,85.75296725296926,,87.33951613831559,,10346000
2000-10-12,,84.48370361328125,,87.31965892236556,,84.26555320489014,,87.12134036928275,,12336900
2000-10-13,,87.29983520507812,,87.3593307765491,,84.32505663152935,,84.36472034584334,,11778800
2000-10-16,,87.69648742675781,,87.72623521760814,,86.74455811954742,,87.20069091258574,,5659000
2000-10-17,,85.5149154663086,,87.93440055139432,,85.29676517175169,,87.85507317155545,,7831700
2000-10-18,,85.1976547241211,,86.3875661029496,,82.5996815470122,,84.16639819580305,,10897300
2000-10-19,,88.4104232788086,,88.49966664012636,,86.58589233631186,,86.84370649122988,,8767300
2000-10-20,,88.7872314453125,,89.60033765242838,,87.81547036851546,,87.81547036851546,,7373500
2000-10-23,,89.183837890625,,89.50114752065613,,88.17241344490077,,88.80703270496304,,5290000
2000-10-24,,88.58889770507812,,90.07628685392095,,88.21209245403796,,89.46149933906592,,5750700
2000-10-25,,86.506591796875,,88.56910567740572,,86.38760061145976,,88.05347720727303,,9137600
2000-10-26,,86.74454498291016,,87.3593325673798,,85.05883709000952,,87.02219098879966,,9345800
2000-10-27,,88.39054870605469,,88.39054870605469,,86.70484158466931,,87.49811552414478,,9762900
2000-10-30,,89.183837890625,,89.54081122441004,,87.67661714797713,,87.85510381486964,,10154100
2000-10-31,,90.72086334228516,,91.18691215385881,,88.88641589247395,,89.49128775430358,,7752400
2000-11-01,,90.41343688964844,,90.9092333191815,,89.62016260239555,,90.27461388937918,,6753600
2000-11-02,,90.56218719482422,,91.32571379221845,,90.44319603678876,,90.8497491600766,,11395100
2000-11-03,,90.61174774169922,,91.22653526194274,,90.35393362030676,,91.0480485625172,,5187100
2000-11-06,,91.24636840820312,,91.57359402844554,,90.77040386966871,,90.84973129275778,,4042500
2000-11-07,,91.22657012939453,,91.38522503396739,,90.47295933267344,,90.83984879949818,,5231300
2000-11-08,,89.20368194580078,,91.42484965988031,,89.20368194580078,,91.42484965988031,,6123300
2000-11-09,,88.86653900146484,,89.62014946387406,,87.10150397108538,,88.84670714719091,,10635300
2000-11-10,,86.70486450195312,,88.50956319126642,,86.64536894076697,,88.21208538533566,,8569500
2000-11-13,,86.03058624267578,,86.93293563733732,,84.41429007421611,,86.07024995233124,,17285300
2000-11-14,,88.29143524169922,,88.6087449820108,,86.94286884537497,,87.24034672691708,,7668900
2000-11-15,,88.56905364990234,,88.91611107016058,,87.41880619990361,,88.25174400852339,,8837700
2000-11-16,,87.18082427978516,,88.76737249233811,,87.14116057447133,,87.94435060707627,,6684100
2000-11-17,,86.71480560302734,,88.21211099422884,,86.14959760767313,,87.14119058197876,,6551100
2000-11-20,,85.47531127929688,,86.54623165263376,,85.2373289741109,,86.1495944773238,,5458500
2000-11-21,,85.9115982055664,,86.42722644964414,,84.73160280085007,,85.59428851690319,,7684300
2000-11-22,,83.85901641845703,,85.59430409413754,,83.84910048888172,,85.25716248857675,,5736900
2000-11-24,,85.57447814941406,,85.65380559149926,,84.80103558908333,,84.80103558908333,,3411600
2000-11-27,,86.32805633544922,,86.74452524954167,,85.87192371525272,,86.60570227817752,,5992000
2000-11-28,,84.84070587158203,,86.68506904270339,,84.81095807849944,,85.75297152611518,,5336100
2000-11-29,,84.6820297241211,,86.24874643330273,,84.57295451019073,,85.27698543646855,,6914100
2000-11-30,,83.94821166992188,,84.72165373350018,,82.34183199941309,,84.08703460441028,,11201600
2000-12-01,,83.9085693359375,,85.07864865307772,,83.13512707545497,,84.52335677375694,,7587200
2000-12-04,,84.62252807617188,,84.95966962229208,,83.45244859257822,,83.69043086042778,,6996600
2000-12-05,,87.39897155761719,,87.73611304082107,,85.29679525058124,,85.59427302987878,,8883400
2000-12-06,,86.00084686279297,,87.79562990005407,,85.69345308293057,,87.43865647827838,,12888000
2000-12-07,,84.82083892822266,,86.22890055176808,,84.82083892822266,,85.59428122848,,6529100
2000-12-08,,85.01921844482422,,88.50962722632389,,84.95972284059411,,86.98257338441778,,10276300
2000-12-11,,87.9741439819336,,88.56909986999896,,86.76440034286732,,87.18086946451308,,6405600
2000-12-12,,87.59732055664062,,88.09311702798226,,87.18085152071365,,87.69647985090894,,5022900
2000-12-13,,86.39750671386719,,88.46993629072915,,86.3280951969388,,88.37077698083145,,6070500
2000-12-14,,85.29679870605469,,86.6255328407456,,85.05881647297572,,86.22889578561399,,7678400
2000-12-15,,83.37026977539062,,84.74286548393322,,83.11166478682463,,84.74286548393322,,9065300
2000-12-18,,84.48422241210938,,84.96164679117474,,83.87749559704713,,84.06647608042718,,7235400
2000-12-19,,82.76351928710938,,85.9165099870269,,82.76351928710938,,84.32509512271521,,9616600
2000-12-20,,80.36644744873047,,82.0772183597678,,80.26698402367016,,81.87829150964718,,9994300
2000-12-21,,80.9234390258789,,82.0274829948898,,79.90891213543647,,80.2073023973313,,14331500
2000-12-22,,83.3503646850586,,83.45977447163803,,82.01755455763642,,82.11701799998136,,10182900
2000-12-26,,84.24552154541016,,84.24552154541016,,82.93260432652065,,83.29067265894507,,4665300
2000-12-27,,84.8621597290039,,85.13071086738682,,83.54924305246517,,83.86752588314123,,4854100
2000-12-28,,85.12079620361328,,85.22025962521133,,84.4046595681073,,84.54390835834458,,8358700
2000-12-29,,83.50947570800781,,85.4788511475249,,83.50947570800781,,85.33960237907421,,8774600
2001-01-02,,81.99767303466797,,84.12619099068677,,81.20196538755813,,84.02672753479803,,8737500
2001-01-03,,85.93641662597656,,86.57298267505787,,81.26163470303571,,81.67938117274532,,19431600
2001-01-04,,85.0113754272461,,86.23477535441953,,84.6632534967496,,85.89659976479435,,9219000
2001-01-05,,82.23636627197266,,85.06112776462386,,82.23636627197266,,84.96166433178404,,12911400
2001-01-08,,82.87290954589844,,82.87290954589844,,81.28149505629885,,82.6739827346985,,6625300
2001-01-09,,82.65412139892578,,83.70843389811785,,82.38557010196176,,83.41998991248983,,5702400
2001-01-10,,84.10626983642578,,84.10626983642578,,81.99764528518143,,82.11700139185564,,8746100
2001-01-11,,84.18580627441406,,84.97156698987705,,83.44977724980316,,83.44977724980316,,7245100
2001-01-12,,84.02667999267578,,85.12077738841376,,83.5691483544581,,84.46431895097098,,7244000
2001-01-16,,84.56383514404297,,84.78265475980031,,83.71839571952596,,84.02673245082039,,8542200
2001-01-17,,84.95169830322266,,85.96622508309957,,84.43448857230501,,85.83692265037016,,7851400
2001-01-18,,85.79713439941406,,86.38396849743927,,84.62346620336366,,84.94174910398749,,8107000
2001-01-19,,85.3097915649414,,86.69233336598221,,85.22027446991,,86.69233336598221,,7782500
2001-01-22,,85.8767318725586,,86.43372712213738,,85.02134631070545,,85.4589854353745,,7050900
2001-01-23,,86.55306243896484,,86.9907014584218,,85.39928684221468,,85.59821366924056,,8463100
2001-01-24,,86.81165313720703,,87.4084335208267,,86.47347758648922,,86.73208241939108,,6199900
2001-01-25,,86.5928955078125,,87.36871056060475,,86.35418318387643,,86.73214436344189,,10818300
2001-01-26,,86.493408203125,,86.65254970855854,,85.58829089097179,,86.0358763750036,,7136800
2001-01-29,,86.95491027832031,,87.1458722875198,,86.17192718770127,,86.25468386717124,,6705900
2001-01-30,,87.71878051757812,,87.79516531521705,,86.43927687777905,,86.7639316941935,,7069100
2001-01-31,,87.22227478027344,,88.29170098248302,,86.95491822972105,,87.46416325178684,,9706900
2001-02-01,,87.8014907836914,,87.81422481571765,,86.73206521077773,,87.27314986985792,,8239100
2001-02-02,,85.80911254882812,,87.8397599696636,,85.77728230106156,,87.46417858718276,,8276600
2001-02-05,,86.43929290771484,,86.53478363569653,,85.77726854121632,,85.80909878387688,,4352900
2001-02-06,,86.18467712402344,,87.01857709543664,,86.07646206110687,,86.12738851069591,,7106700
2001-02-07,,85.73907470703125,,86.19103112031277,,85.09613684096784,,85.7581709096642,,5748700
2001-02-08,,84.73966979980469,,86.19103962243346,,84.72694547227833,,85.80910581887316,,5943300
2001-02-09,,83.92484283447266,,84.88606352454163,,83.55563346048103,,84.88606352454163,,9913000
2001-02-12,,84.88607788085938,,84.98155889320176,,83.83573817896281,,83.83573817896281,,5804400
2001-02-13,,84.19221496582031,,85.40805834692303,,84.02671130395277,,85.10887155234327,,6587600
2001-02-14,,84.0649185180664,,84.44049018994022,,83.17372985375091,,84.44049018994022,,8400100
2001-02-15,,84.87969207763672,,84.99427898687243,,84.0203339678791,,84.56140913775067,,5929800
2001-02-16,,83.00819396972656,,83.57473726287672,,82.30797726974366,,83.39013741569929,,6434900
2001-02-20,,81.72871398925781,,83.47927061001421,,81.54411411034337,,83.41561012033227,,5760000
2001-02-21,,79.9654312133789,,82.01516987285615,,79.88904153683526,,81.41680107141222,,10910800
2001-02-22,,80.08634948730469,,80.55104470314444,,78.31033015079083,,80.43009563533434,,21281600
2001-02-23,,79.54527282714844,,79.91448220798641,,77.5337271453572,,79.62166248213254,,20173000
